Dog_ID,Fur_Quality,Eye_Condition,Ear_Condition,Energy_Level,Appetite,Weight_Change,Gender
Dog_3990,Shedding,Redness,Clean,Normal,Decreased,Stable,Male
Dog_3991,Shedding,Redness,Smelly,High,Decreased,Losing,Male
Dog_3992,Smooth,Redness,Smelly,Normal,Increased,Stable,Male
Dog_3993,Shedding,Clear,Smelly,Low,Decreased,Losing,Female
Dog_3994,Smooth,Clear,Inflamed,Normal,Normal,Losing,Male
Dog_3995,Shiny,Clear,Inflamed,Normal,Decreased,Stable,Male
Dog_3996,Shedding,Cloudy,Clean,High,Increased,Losing,Female
Dog_3997,Shedding,Redness,Clean,High,Normal,Stable,Male
Dog_3998,Shiny,Cloudy,Clean,High,Increased,Gaining,Male
Dog_3999,Shiny,Cloudy,Clean,Low,Decreased,Gaining,Male
Dog_4000,Shiny,Cloudy,Smelly,Low,Normal,Gaining,Male
Dog_4001,Shedding,Redness,Inflamed,High,Increased,Losing,Female
Dog_4002,Coarse,Clear,Smelly,Low,Decreased,Losing,Male
Dog_4003,Coarse,Redness,Inflamed,High,Decreased,Losing,Male
Dog_4004,Coarse,Redness,Smelly,Low,Increased,Losing,Male
Dog_4005,Shedding,Cloudy,Clean,High,Normal,Stable,Male
Dog_4006,Shiny,Cloudy,Inflamed,High,Increased,Gaining,Male
Dog_4007,Shedding,Cloudy,Clean,Low,Decreased,Stable,Female
Dog_4008,Shiny,Clear,Inflamed,Normal,Increased,Gaining,Female
Dog_4009,Shedding,Clear,Inflamed,High,Decreased,Gaining,Male
Dog_4010,Shedding,Clear,Clean,High,Normal,Stable,Female
Dog_4011,Shiny,Redness,Clean,Normal,Increased,Stable,Female
Dog_4012,Coarse,Cloudy,Clean,High,Normal,Stable,Female
Dog_4013,Shiny,Redness,Smelly,High,Increased,Gaining,Male
Dog_4014,Smooth,Clear,Inflamed,Low,Decreased,Stable,Male
Dog_4015,Smooth,Cloudy,Inflamed,Normal,Normal,Losing,Female
Dog_4016,Shiny,Clear,Inflamed,High,Decreased,Stable,Female
Dog_4017,Shedding,Cloudy,Clean,High,Increased,Gaining,Male
Dog_4018,Smooth,Cloudy,Inflamed,Normal,Decreased,Gaining,Female
Dog_4019,Smooth,Redness,Inflamed,Normal,Increased,Stable,Male
Dog_4020,Shedding,Redness,Clean,Low,Normal,Stable,Male
Dog_4021,Shedding,Clear,Clean,Low,Decreased,Gaining,Female
Dog_4022,Coarse,Redness,Inflamed,Low,Decreased,Gaining,Male
Dog_4023,Shedding,Redness,Smelly,High,Increased,Stable,Female
Dog_4024,Shiny,Redness,Clean,Normal,Increased,Losing,Female
Dog_4025,Shiny,Cloudy,Smelly,Low,Increased,Losing,Female
Dog_4026,Coarse,Redness,Smelly,Normal,Normal,Losing,Male
Dog_4027,Smooth,Clear,Smelly,High,Decreased,Gaining,Female
Dog_4028,Smooth,Cloudy,Smelly,High,Increased,Losing,Male
Dog_4029,Shedding,Cloudy,Clean,Normal,Increased,Losing,Female
Dog_4030,Shiny,Redness,Inflamed,Normal,Decreased,Stable,Male
Dog_4031,Smooth,Cloudy,Inflamed,Low,Normal,Stable,Female
Dog_4032,Coarse,Clear,Clean,Normal,Decreased,Losing,Female
Dog_4033,Coarse,Clear,Clean,Low,Increased,Gaining,Male
Dog_4034,Shiny,Cloudy,Smelly,Normal,Decreased,Losing,Male
Dog_4035,Coarse,Redness,Smelly,Normal,Increased,Stable,Female
Dog_4036,Coarse,Redness,Clean,Normal,Increased,Stable,Male
Dog_4037,Shiny,Cloudy,Inflamed,High,Decreased,Stable,Female
Dog_4038,Shedding,Clear,Smelly,High,Decreased,Losing,Female
Dog_4039,Shedding,Cloudy,Clean,High,Normal,Gaining,Male
Dog_4040,Coarse,Redness,Clean,Low,Increased,Losing,Male
Dog_4041,Shedding,Redness,Clean,Low,Increased,Stable,Female
Dog_4042,Shedding,Cloudy,Smelly,High,Increased,Stable,Female
Dog_4043,Coarse,Clear,Clean,High,Increased,Stable,Female
Dog_4044,Shedding,Cloudy,Inflamed,Normal,Increased,Stable,Female
Dog_4045,Coarse,Clear,Clean,Normal,Decreased,Losing,Male
Dog_4046,Smooth,Clear,Smelly,Low,Increased,Losing,Female
Dog_4047,Shiny,Cloudy,Inflamed,Low,Decreased,Gaining,Male
Dog_4048,Shiny,Cloudy,Inflamed,Normal,Normal,Stable,Female
Dog_4049,Shedding,Clear,Clean,Low,Increased,Losing,Male
Dog_4050,Shedding,Clear,Clean,High,Normal,Losing,Female
Dog_4051,Shedding,Clear,Inflamed,Normal,Decreased,Stable,Male
Dog_4052,Shiny,Clear,Clean,Normal,Decreased,Losing,Female
Dog_4053,Smooth,Redness,Smelly,Low,Normal,Stable,Male
Dog_4054,Smooth,Cloudy,Inflamed,Normal,Increased,Gaining,Male
Dog_4055,Shiny,Clear,Clean,Normal,Decreased,Stable,Male
Dog_4056,Smooth,Cloudy,Inflamed,High,Decreased,Stable,Female
Dog_4057,Shiny,Clear,Clean,Normal,Decreased,Losing,Male
Dog_4058,Smooth,Cloudy,Clean,Normal,Decreased,Gaining,Male
Dog_4059,Coarse,Cloudy,Smelly,Normal,Decreased,Gaining,Female
Dog_4060,Coarse,Clear,Clean,Normal,Decreased,Losing,Female
Dog_4061,Shiny,Clear,Clean,High,Normal,Gaining,Female
Dog_4062,Smooth,Cloudy,Clean,Normal,Increased,Gaining,Male
Dog_4063,Shedding,Cloudy,Smelly,High,Increased,Stable,Male
Dog_4064,Smooth,Cloudy,Clean,High,Increased,Losing,Male
Dog_4065,Coarse,Redness,Clean,High,Increased,Gaining,Male
Dog_4066,Coarse,Clear,Clean,Low,Normal,Gaining,Female
Dog_4067,Smooth,Redness,Inflamed,Low,Normal,Gaining,Male
Dog_4068,Smooth,Redness,Smelly,Normal,Increased,Stable,Female
Dog_4069,Shedding,Clear,Inflamed,High,Decreased,Stable,Male
Dog_4070,Shedding,Clear,Smelly,Low,Increased,Losing,Female
Dog_4071,Smooth,Redness,Smelly,Normal,Decreased,Losing,Female
Dog_4072,Smooth,Clear,Inflamed,Low,Decreased,Stable,Male
Dog_4073,Smooth,Cloudy,Smelly,High,Normal,Losing,Male
Dog_4074,Smooth,Cloudy,Smelly,Normal,Decreased,Losing,Male
Dog_4075,Shiny,Redness,Inflamed,High,Normal,Losing,Female
Dog_4076,Smooth,Redness,Clean,High,Increased,Stable,Female
Dog_4077,Shedding,Clear,Smelly,Low,Normal,Stable,Male
Dog_4078,Coarse,Clear,Inflamed,Normal,Decreased,Gaining,Female
Dog_4079,Shiny,Redness,Smelly,Normal,Decreased,Gaining,Male
Dog_4080,Smooth,Redness,Inflamed,Normal,Decreased,Gaining,Male
Dog_4081,Coarse,Cloudy,Clean,Low,Increased,Gaining,Male
Dog_4082,Shiny,Cloudy,Smelly,Normal,Normal,Losing,Male
Dog_4083,Coarse,Clear,Clean,Low,Increased,Losing,Female
Dog_4084,Smooth,Cloudy,Clean,Normal,Normal,Stable,Male
Dog_4085,Smooth,Clear,Inflamed,Low,Increased,Losing,Female
Dog_4086,Shedding,Clear,Smelly,Normal,Increased,Losing,Female
Dog_4087,Smooth,Clear,Smelly,Low,Decreased,Losing,Female
Dog_4088,Smooth,Cloudy,Smelly,High,Increased,Gaining,Female
Dog_4089,Shiny,Redness,Smelly,High,Increased,Stable,Female
Dog_4090,Shedding,Redness,Smelly,High,Normal,Gaining,Male
Dog_4091,Shiny,Cloudy,Inflamed,Normal,Increased,Losing,Female
Dog_4092,Coarse,Redness,Smelly,Low,Decreased,Losing,Male
Dog_4093,Smooth,Clear,Clean,High,Increased,Stable,Male
Dog_4094,Coarse,Redness,Clean,Normal,Normal,Gaining,Male
Dog_4095,Shiny,Cloudy,Smelly,Low,Normal,Losing,Male
Dog_4096,Smooth,Redness,Inflamed,High,Increased,Stable,Female
Dog_4097,Smooth,Clear,Inflamed,High,Increased,Losing,Female
Dog_4098,Shiny,Clear,Smelly,Normal,Normal,Losing,Male
Dog_4099,Shiny,Cloudy,Clean,Low,Decreased,Stable,Male
Dog_4100,Shiny,Cloudy,Smelly,Normal,Increased,Stable,Male
Dog_4101,Shiny,Cloudy,Smelly,High,Decreased,Losing,Male
Dog_4102,Shiny,Clear,Smelly,Normal,Decreased,Stable,Male
Dog_4103,Smooth,Redness,Inflamed,Normal,Increased,Losing,Male
Dog_4104,Shiny,Redness,Inflamed,High,Decreased,Gaining,Female
Dog_4105,Smooth,Cloudy,Clean,High,Normal,Losing,Female
Dog_4106,Smooth,Redness,Clean,Low,Decreased,Stable,Female
Dog_4107,Shiny,Redness,Smelly,Low,Normal,Gaining,Female
Dog_4108,Shiny,Cloudy,Clean,High,Increased,Stable,Male
Dog_4109,Shedding,Cloudy,Smelly,High,Decreased,Losing,Female
Dog_4110,Smooth,Clear,Clean,Low,Normal,Stable,Female
Dog_4111,Shiny,Clear,Smelly,Normal,Normal,Losing,Male
Dog_4112,Shiny,Clear,Inflamed,High,Increased,Stable,Female
Dog_4113,Shiny,Clear,Smelly,High,Decreased,Stable,Male
Dog_4114,Shedding,Redness,Inflamed,Normal,Normal,Losing,Male
Dog_4115,Shedding,Redness,Inflamed,Low,Normal,Gaining,Male
Dog_4116,Coarse,Clear,Clean,Low,Increased,Losing,Male
Dog_4117,Smooth,Clear,Clean,Normal,Decreased,Gaining,Male
Dog_4118,Coarse,Cloudy,Inflamed,High,Decreased,Gaining,Female
Dog_4119,Shiny,Redness,Smelly,Normal,Normal,Gaining,Male
Dog_4120,Shedding,Redness,Smelly,High,Decreased,Gaining,Female
Dog_4121,Shedding,Clear,Clean,Low,Decreased,Losing,Male
Dog_4122,Coarse,Redness,Smelly,High,Decreased,Losing,Male
Dog_4123,Shedding,Cloudy,Smelly,High,Decreased,Gaining,Male
Dog_4124,Shiny,Cloudy,Smelly,High,Decreased,Gaining,Female
Dog_4125,Shedding,Redness,Inflamed,High,Decreased,Gaining,Male
Dog_4126,Coarse,Clear,Inflamed,High,Decreased,Gaining,Female
Dog_4127,Shiny,Redness,Smelly,Low,Normal,Gaining,Female
Dog_4128,Coarse,Cloudy,Clean,Normal,Normal,Gaining,Female
Dog_4129,Shedding,Clear,Smelly,Low,Decreased,Stable,Male
Dog_4130,Coarse,Redness,Clean,High,Decreased,Gaining,Female
Dog_4131,Coarse,Clear,Inflamed,Normal,Increased,Stable,Male
Dog_4132,Smooth,Clear,Smelly,High,Normal,Losing,Male
Dog_4133,Shedding,Cloudy,Smelly,Low,Increased,Losing,Male
Dog_4134,Shedding,Clear,Clean,Low,Normal,Gaining,Male
Dog_4135,Coarse,Redness,Clean,High,Increased,Losing,Male
Dog_4136,Smooth,Clear,Smelly,High,Increased,Losing,Male
Dog_4137,Shedding,Clear,Smelly,Normal,Increased,Gaining,Female
Dog_4138,Shiny,Redness,Clean,Normal,Normal,Losing,Male
Dog_4139,Coarse,Cloudy,Inflamed,High,Normal,Losing,Male
Dog_4140,Shedding,Cloudy,Clean,Normal,Decreased,Gaining,Female
Dog_4141,Shiny,Redness,Smelly,High,Normal,Gaining,Female
Dog_4142,Shedding,Redness,Inflamed,High,Normal,Gaining,Male
Dog_4143,Shiny,Cloudy,Inflamed,High,Normal,Stable,Male
Dog_4144,Coarse,Clear,Inflamed,Low,Normal,Gaining,Female
Dog_4145,Shedding,Redness,Inflamed,High,Decreased,Losing,Female
Dog_4146,Shedding,Clear,Smelly,High,Decreased,Gaining,Male
Dog_4147,Smooth,Redness,Inflamed,High,Normal,Stable,Female
Dog_4148,Coarse,Cloudy,Clean,Normal,Increased,Losing,Female
Dog_4149,Shiny,Clear,Clean,High,Increased,Stable,Male
Dog_4150,Shedding,Clear,Clean,Low,Normal,Losing,Female
Dog_4151,Shedding,Redness,Smelly,Low,Decreased,Gaining,Female
Dog_4152,Shiny,Clear,Inflamed,High,Increased,Stable,Female
Dog_4153,Coarse,Redness,Clean,High,Decreased,Gaining,Female
Dog_4154,Smooth,Cloudy,Clean,High,Decreased,Losing,Female
Dog_4155,Smooth,Clear,Clean,Low,Increased,Gaining,Female
Dog_4156,Shedding,Redness,Inflamed,Normal,Normal,Gaining,Male
Dog_4157,Shiny,Clear,Clean,Normal,Decreased,Losing,Male
Dog_4158,Shedding,Redness,Inflamed,High,Increased,Stable,Male
Dog_4159,Shiny,Redness,Inflamed,Normal,Decreased,Losing,Female
Dog_4160,Smooth,Redness,Inflamed,Low,Increased,Losing,Female
Dog_4161,Coarse,Cloudy,Smelly,High,Normal,Gaining,Male
Dog_4162,Shiny,Clear,Smelly,Normal,Normal,Losing,Female
Dog_4163,Smooth,Cloudy,Inflamed,High,Normal,Stable,Male
Dog_4164,Shedding,Redness,Inflamed,High,Decreased,Losing,Female
Dog_4165,Shiny,Redness,Smelly,Low,Normal,Losing,Female
Dog_4166,Coarse,Cloudy,Smelly,Low,Normal,Gaining,Female
Dog_4167,Shedding,Cloudy,Inflamed,Normal,Normal,Stable,Male
Dog_4168,Shedding,Clear,Smelly,Low,Normal,Gaining,Male
Dog_4169,Smooth,Redness,Clean,High,Increased,Gaining,Male
Dog_4170,Shiny,Cloudy,Inflamed,Low,Increased,Stable,Male
Dog_4171,Shedding,Redness,Inflamed,Normal,Decreased,Stable,Male
Dog_4172,Coarse,Redness,Smelly,Normal,Increased,Losing,Female
Dog_4173,Shiny,Clear,Clean,Normal,Increased,Stable,Female
Dog_4174,Coarse,Clear,Smelly,Low,Increased,Gaining,Female
Dog_4175,Shedding,Clear,Clean,Low,Increased,Stable,Female
Dog_4176,Coarse,Cloudy,Clean,Low,Increased,Stable,Male
Dog_4177,Smooth,Redness,Inflamed,Low,Normal,Stable,Male
Dog_4178,Coarse,Cloudy,Clean,Low,Decreased,Gaining,Male
Dog_4179,Shiny,Cloudy,Inflamed,Normal,Increased,Losing,Female
Dog_4180,Coarse,Clear,Clean,Normal,Increased,Losing,Male
Dog_4181,Coarse,Redness,Inflamed,Low,Decreased,Gaining,Male
Dog_4182,Smooth,Redness,Clean,High,Increased,Losing,Female
Dog_4183,Coarse,Clear,Smelly,Normal,Increased,Losing,Female
Dog_4184,Coarse,Redness,Clean,High,Decreased,Gaining,Male
Dog_4185,Shedding,Clear,Smelly,High,Normal,Gaining,Male
Dog_4186,Shedding,Cloudy,Clean,Normal,Normal,Losing,Male
Dog_4187,Shiny,Cloudy,Clean,High,Decreased,Stable,Female
Dog_4188,Shedding,Clear,Inflamed,High,Normal,Losing,Female
Dog_4189,Shedding,Cloudy,Clean,Normal,Normal,Stable,Female
Dog_4190,Shedding,Cloudy,Clean,Normal,Normal,Gaining,Female
Dog_4191,Shedding,Clear,Clean,Low,Normal,Stable,Female
Dog_4192,Smooth,Cloudy,Smelly,Normal,Increased,Stable,Female
Dog_4193,Shedding,Redness,Inflamed,High,Decreased,Stable,Male
Dog_4194,Smooth,Cloudy,Inflamed,Normal,Normal,Gaining,Male
Dog_4195,Smooth,Clear,Clean,Low,Normal,Losing,Male
Dog_4196,Shedding,Redness,Clean,Normal,Decreased,Losing,Female
Dog_4197,Coarse,Redness,Smelly,High,Increased,Stable,Female
Dog_4198,Smooth,Cloudy,Clean,Normal,Normal,Losing,Male
Dog_4199,Coarse,Redness,Inflamed,High,Normal,Gaining,Male
Dog_4200,Coarse,Clear,Inflamed,Normal,Increased,Gaining,Female
Dog_4201,Shedding,Redness,Smelly,Low,Decreased,Gaining,Female
Dog_4202,Shiny,Cloudy,Smelly,Low,Normal,Gaining,Female
Dog_4203,Shedding,Cloudy,Inflamed,Normal,Normal,Losing,Male
Dog_4204,Shiny,Redness,Smelly,High,Decreased,Stable,Female
Dog_4205,Shiny,Clear,Clean,Low,Increased,Stable,Female
Dog_4206,Shedding,Clear,Clean,High,Decreased,Stable,Female
Dog_4207,Shedding,Cloudy,Smelly,Normal,Normal,Gaining,Female
Dog_4208,Shiny,Cloudy,Inflamed,Low,Increased,Losing,Male
Dog_4209,Shedding,Clear,Smelly,Low,Increased,Losing,Male
Dog_4210,Shiny,Redness,Inflamed,High,Increased,Losing,Female
Dog_4211,Coarse,Redness,Smelly,Low,Decreased,Losing,Female
Dog_4212,Shedding,Redness,Smelly,High,Decreased,Losing,Female
Dog_4213,Coarse,Redness,Smelly,High,Decreased,Losing,Female
Dog_4214,Smooth,Clear,Clean,Normal,Normal,Stable,Female
Dog_4215,Coarse,Cloudy,Clean,High,Decreased,Gaining,Female
Dog_4216,Coarse,Cloudy,Inflamed,Low,Increased,Stable,Female
Dog_4217,Shiny,Redness,Smelly,High,Normal,Losing,Female
Dog_4218,Coarse,Clear,Clean,Low,Normal,Gaining,Male
Dog_4219,Shedding,Clear,Smelly,High,Normal,Gaining,Male
Dog_4220,Shiny,Redness,Inflamed,Normal,Increased,Gaining,Female
Dog_4221,Smooth,Redness,Clean,Normal,Decreased,Gaining,Male
Dog_4222,Shedding,Redness,Inflamed,High,Increased,Losing,Male
Dog_4223,Smooth,Cloudy,Clean,High,Decreased,Losing,Male
Dog_4224,Coarse,Redness,Smelly,High,Normal,Gaining,Male
Dog_4225,Shedding,Cloudy,Inflamed,Normal,Normal,Losing,Female
Dog_4226,Shedding,Clear,Clean,High,Increased,Gaining,Female
Dog_4227,Smooth,Clear,Clean,High,Decreased,Losing,Female
Dog_4228,Shedding,Cloudy,Smelly,Low,Normal,Gaining,Female
Dog_4229,Shedding,Cloudy,Inflamed,Normal,Increased,Losing,Male
Dog_4230,Shedding,Cloudy,Inflamed,Normal,Increased,Stable,Male
Dog_4231,Coarse,Cloudy,Inflamed,High,Decreased,Stable,Male
Dog_4232,Smooth,Redness,Smelly,High,Decreased,Losing,Male
Dog_4233,Shedding,Clear,Clean,Low,Decreased,Losing,Female
Dog_4234,Shiny,Redness,Clean,High,Normal,Stable,Female
Dog_4235,Shiny,Cloudy,Inflamed,Normal,Increased,Losing,Female
Dog_4236,Shiny,Redness,Clean,Low,Decreased,Gaining,Male
Dog_4237,Shiny,Redness,Inflamed,Normal,Increased,Losing,Female
Dog_4238,Coarse,Clear,Smelly,High,Normal,Losing,Female
Dog_4239,Shedding,Redness,Smelly,Low,Normal,Stable,Female
Dog_4240,Smooth,Clear,Smelly,Normal,Decreased,Stable,Male
Dog_4241,Shedding,Cloudy,Inflamed,Normal,Normal,Losing,Female
Dog_4242,Coarse,Redness,Clean,Normal,Increased,Gaining,Female
Dog_4243,Shiny,Cloudy,Smelly,High,Increased,Losing,Female
Dog_4244,Coarse,Clear,Inflamed,High,Normal,Gaining,Female
Dog_4245,Shedding,Cloudy,Inflamed,High,Normal,Gaining,Male
Dog_4246,Smooth,Cloudy,Smelly,High,Normal,Losing,Female
Dog_4247,Coarse,Clear,Smelly,Normal,Increased,Gaining,Male
Dog_4248,Smooth,Cloudy,Smelly,Low,Normal,Stable,Female
Dog_4249,Coarse,Cloudy,Clean,High,Decreased,Gaining,Female
Dog_4250,Smooth,Cloudy,Clean,Low,Decreased,Gaining,Female
Dog_4251,Smooth,Redness,Inflamed,Normal,Increased,Gaining,Female
Dog_4252,Shiny,Cloudy,Smelly,High,Normal,Stable,Female
Dog_4253,Smooth,Clear,Smelly,Normal,Normal,Stable,Male
Dog_4254,Shiny,Redness,Clean,High,Normal,Losing,Female
Dog_4255,Shedding,Redness,Smelly,High,Decreased,Gaining,Female
Dog_4256,Shedding,Clear,Inflamed,Low,Decreased,Stable,Female
Dog_4257,Shiny,Cloudy,Smelly,Normal,Decreased,Gaining,Male
Dog_4258,Shiny,Redness,Clean,Normal,Decreased,Gaining,Male
Dog_4259,Coarse,Redness,Inflamed,Normal,Decreased,Losing,Female
Dog_4260,Coarse,Redness,Inflamed,Low,Increased,Gaining,Male
Dog_4261,Coarse,Cloudy,Smelly,Low,Increased,Stable,Female
Dog_4262,Shedding,Redness,Inflamed,Normal,Normal,Losing,Male
Dog_4263,Coarse,Clear,Smelly,Normal,Normal,Losing,Female
Dog_4264,Smooth,Cloudy,Smelly,High,Decreased,Gaining,Male
Dog_4265,Smooth,Clear,Clean,High,Normal,Gaining,Male
Dog_4266,Coarse,Clear,Inflamed,Low,Increased,Stable,Male
Dog_4267,Smooth,Redness,Smelly,High,Increased,Gaining,Male
Dog_4268,Shedding,Redness,Smelly,Normal,Normal,Stable,Male
Dog_4269,Smooth,Redness,Smelly,Normal,Decreased,Gaining,Male
Dog_4270,Shedding,Clear,Inflamed,High,Increased,Stable,Male
Dog_4271,Shiny,Cloudy,Inflamed,High,Normal,Gaining,Male
Dog_4272,Shiny,Redness,Inflamed,Low,Decreased,Losing,Female
Dog_4273,Shiny,Redness,Smelly,High,Normal,Stable,Female
Dog_4274,Shiny,Clear,Inflamed,Low,Decreased,Losing,Female
Dog_4275,Smooth,Cloudy,Smelly,High,Decreased,Losing,Female
Dog_4276,Coarse,Clear,Inflamed,High,Increased,Losing,Female
Dog_4277,Smooth,Redness,Inflamed,High,Increased,Losing,Female
Dog_4278,Shedding,Clear,Smelly,High,Normal,Stable,Male
Dog_4279,Smooth,Redness,Inflamed,Normal,Normal,Gaining,Male
Dog_4280,Smooth,Cloudy,Smelly,Normal,Decreased,Losing,Male
Dog_4281,Shedding,Clear,Inflamed,Normal,Increased,Gaining,Female
Dog_4282,Shiny,Redness,Inflamed,High,Decreased,Stable,Male
Dog_4283,Shiny,Redness,Inflamed,Low,Decreased,Gaining,Male
Dog_4284,Shiny,Redness,Inflamed,High,Decreased,Stable,Male
Dog_4285,Coarse,Redness,Clean,Normal,Decreased,Gaining,Male
Dog_4286,Shedding,Clear,Smelly,Low,Decreased,Stable,Female
Dog_4287,Shedding,Redness,Clean,Low,Decreased,Stable,Male
Dog_4288,Smooth,Clear,Inflamed,Normal,Normal,Gaining,Male
Dog_4289,Coarse,Redness,Inflamed,High,Increased,Losing,Female
Dog_4290,Shiny,Clear,Smelly,Low,Increased,Losing,Female
Dog_4291,Coarse,Clear,Smelly,Low,Decreased,Gaining,Female
Dog_4292,Shedding,Redness,Smelly,Normal,Decreased,Losing,Male
Dog_4293,Shedding,Redness,Smelly,Low,Decreased,Losing,Male
Dog_4294,Smooth,Redness,Inflamed,Low,Increased,Stable,Male
Dog_4295,Smooth,Redness,Smelly,Low,Increased,Gaining,Female
Dog_4296,Shedding,Cloudy,Clean,High,Decreased,Losing,Male
Dog_4297,Shiny,Redness,Smelly,High,Increased,Losing,Female
Dog_4298,Shiny,Redness,Smelly,Normal,Decreased,Losing,Female
Dog_4299,Coarse,Redness,Clean,High,Decreased,Gaining,Female
Dog_4300,Shedding,Clear,Clean,Low,Decreased,Losing,Male
Dog_4301,Shedding,Redness,Clean,High,Normal,Losing,Female
Dog_4302,Shiny,Clear,Clean,Low,Increased,Losing,Female
Dog_4303,Shiny,Clear,Smelly,Low,Increased,Stable,Male
Dog_4304,Shedding,Clear,Clean,High,Increased,Gaining,Female
Dog_4305,Smooth,Clear,Inflamed,High,Decreased,Losing,Female
Dog_4306,Shedding,Cloudy,Smelly,High,Normal,Stable,Male
Dog_4307,Shedding,Redness,Inflamed,High,Decreased,Gaining,Male
Dog_4308,Shiny,Clear,Smelly,Normal,Decreased,Stable,Female
Dog_4309,Shiny,Redness,Smelly,High,Decreased,Stable,Female
Dog_4310,Smooth,Clear,Inflamed,Normal,Normal,Gaining,Male
Dog_4311,Smooth,Cloudy,Clean,Low,Decreased,Losing,Female
Dog_4312,Coarse,Clear,Clean,Normal,Decreased,Losing,Female
Dog_4313,Shedding,Redness,Inflamed,Low,Normal,Stable,Female
Dog_4314,Shiny,Redness,Clean,Normal,Decreased,Gaining,Female
Dog_4315,Smooth,Cloudy,Smelly,Normal,Decreased,Gaining,Male
Dog_4316,Coarse,Redness,Smelly,Low,Increased,Losing,Female
Dog_4317,Coarse,Redness,Smelly,Normal,Normal,Stable,Female
Dog_4318,Shiny,Clear,Clean,Low,Increased,Losing,Male
Dog_4319,Shiny,Redness,Clean,High,Decreased,Gaining,Female
Dog_4320,Coarse,Clear,Inflamed,Low,Normal,Gaining,Female
Dog_4321,Smooth,Cloudy,Smelly,Normal,Normal,Losing,Female
Dog_4322,Coarse,Redness,Inflamed,High,Decreased,Losing,Female
Dog_4323,Shedding,Clear,Clean,Normal,Increased,Gaining,Male
Dog_4324,Shedding,Redness,Inflamed,High,Decreased,Stable,Male
Dog_4325,Shiny,Clear,Clean,Low,Normal,Gaining,Female
Dog_4326,Smooth,Cloudy,Smelly,High,Normal,Stable,Male
Dog_4327,Smooth,Clear,Smelly,High,Decreased,Losing,Male
Dog_4328,Shedding,Redness,Clean,High,Decreased,Losing,Male
Dog_4329,Coarse,Clear,Clean,Normal,Decreased,Stable,Female
Dog_4330,Shiny,Redness,Clean,High,Decreased,Gaining,Female
Dog_4331,Coarse,Cloudy,Smelly,Low,Increased,Gaining,Male
Dog_4332,Coarse,Clear,Clean,Low,Increased,Stable,Male
Dog_4333,Coarse,Redness,Smelly,Low,Increased,Stable,Male
Dog_4334,Smooth,Redness,Inflamed,High,Increased,Stable,Male
Dog_4335,Shedding,Redness,Smelly,Low,Normal,Stable,Male
Dog_4336,Smooth,Clear,Inflamed,Normal,Normal,Gaining,Male
Dog_4337,Shedding,Clear,Smelly,Low,Increased,Losing,Male
Dog_4338,Shiny,Clear,Smelly,High,Decreased,Gaining,Female
Dog_4339,Shiny,Cloudy,Clean,Low,Normal,Stable,Female
Dog_4340,Coarse,Redness,Smelly,High,Decreased,Gaining,Female
Dog_4341,Shedding,Redness,Clean,High,Increased,Stable,Female
Dog_4342,Shedding,Cloudy,Clean,Low,Normal,Stable,Male
Dog_4343,Shedding,Cloudy,Clean,Normal,Normal,Stable,Female
Dog_4344,Coarse,Clear,Smelly,Normal,Normal,Stable,Male
Dog_4345,Coarse,Clear,Clean,Low,Normal,Gaining,Female
Dog_4346,Shiny,Clear,Inflamed,High,Increased,Stable,Female
Dog_4347,Smooth,Clear,Inflamed,Low,Normal,Gaining,Male
Dog_4348,Shedding,Clear,Smelly,High,Increased,Gaining,Male
Dog_4349,Shedding,Clear,Clean,High,Normal,Losing,Female
Dog_4350,Smooth,Cloudy,Inflamed,High,Increased,Gaining,Female
Dog_4351,Shedding,Cloudy,Smelly,Normal,Increased,Losing,Female
Dog_4352,Coarse,Cloudy,Smelly,Normal,Decreased,Losing,Female
Dog_4353,Coarse,Redness,Smelly,Low,Increased,Losing,Female
Dog_4354,Shedding,Redness,Smelly,Normal,Decreased,Gaining,Male
Dog_4355,Coarse,Clear,Smelly,High,Normal,Losing,Male
Dog_4356,Coarse,Cloudy,Clean,High,Decreased,Stable,Male
Dog_4357,Shedding,Redness,Clean,Low,Increased,Gaining,Male
Dog_4358,Shiny,Redness,Clean,High,Decreased,Stable,Male
Dog_4359,Smooth,Cloudy,Clean,Low,Normal,Gaining,Male
Dog_4360,Coarse,Redness,Smelly,Low,Decreased,Losing,Female
Dog_4361,Shiny,Redness,Smelly,High,Increased,Losing,Male
Dog_4362,Coarse,Cloudy,Inflamed,Normal,Increased,Gaining,Female
Dog_4363,Coarse,Redness,Inflamed,High,Normal,Losing,Female
Dog_4364,Smooth,Cloudy,Clean,High,Normal,Stable,Female
Dog_4365,Coarse,Redness,Smelly,Low,Decreased,Stable,Female
Dog_4366,Smooth,Cloudy,Inflamed,Normal,Normal,Losing,Female
Dog_4367,Smooth,Redness,Inflamed,Low,Increased,Gaining,Female
Dog_4368,Smooth,Redness,Inflamed,High,Decreased,Gaining,Female
Dog_4369,Shiny,Cloudy,Inflamed,Low,Decreased,Stable,Female
Dog_4370,Shedding,Redness,Clean,Low,Decreased,Losing,Male
Dog_4371,Shiny,Cloudy,Smelly,High,Decreased,Losing,Male
Dog_4372,Shedding,Cloudy,Clean,Low,Normal,Stable,Female
Dog_4373,Shedding,Redness,Inflamed,High,Decreased,Gaining,Female
Dog_4374,Smooth,Clear,Inflamed,Low,Decreased,Losing,Male
